Entity,Year,Combustibles fósiles (TWh),Nuclear (TWh),Geotérmica/Biomasa (TWh),Solar (TWh),Eólica (TWh),Hidroeléctrica (TWh)
Ecuador,1983,0.0,0.0,0.0,0.0,0.0,1.721
Ecuador,1984,0.0,0.0,0.0,0.0,0.0,3.233
Ecuador,1985,0.0,0.0,0.0,0.0,0.0,3.279
Ecuador,1986,0.0,0.0,0.0,0.0,0.0,4.012
Ecuador,1987,0.0,0.0,0.0,0.0,0.0,4.57
Ecuador,1988,0.0,0.0,0.0,0.0,0.0,4.826
Ecuador,1989,0.0,0.0,0.0,0.0,0.0,4.954
Ecuador,1990,0.0,0.0,0.0,0.0,0.0,4.9866877
Ecuador,1991,0.0,0.0,0.0,0.0,0.0,5.075921
Ecuador,1992,0.0,0.0,0.0,0.0,0.0,4.973581
Ecuador,1993,0.0,0.0,0.0,0.0,0.0,5.8101373
Ecuador,1994,0.0,0.0,0.0,0.0,0.0,6.5652776
Ecuador,1995,0.0,0.0,0.0,0.0,0.0,5.160551
Ecuador,1996,0.0,0.0,0.0,0.0,0.0,6.3434153
Ecuador,1997,0.0,0.0,0.0,0.0,0.0,6.5341773
Ecuador,1998,0.0,0.0,0.0,0.0,0.0,6.5060954
Ecuador,1999,0.0,0.0,0.0,0.0,0.0,7.176726
Ecuador,2000,0.0,0.0,0.0,0.0,0.0,7.6112313
Ecuador,2001,0.0,0.0,0.0,0.0,0.0,7.0706525
Ecuador,2002,0.0,0.0,0.0,0.0,0.0,7.524256
Ecuador,2003,0.0,0.0,0.0,0.0,0.0,7.180417
Ecuador,2004,0.0,0.0,0.00324057,0.0,0.0,7.4116993
Ecuador,2005,0.0,0.0,0.102856286,1.24e-05,0.0,6.8826394
Ecuador,2006,0.0,0.0,0.14555573,1.4875e-05,0.0,7.129493
Ecuador,2007,0.0,0.0,0.21875276,1.8162e-05,0.000962135,9.037655
Ecuador,2008,0.0,0.0,0.20832446,2.6687e-05,0.002682461,11.293333
Ecuador,2009,0.0,0.0,0.2165198,7.88e-06,0.003204417,9.225408
Ecuador,2010,0.0,0.0,0.23556188,0.0,0.00343485,8.636401
Ecuador,2011,0.0,0.0,0.27820036,5.812e-05,0.00334467,11.133088
Ecuador,2012,0.0,0.0,0.29635325,0.00032566,0.002398368,12.237723
Ecuador,2013,0.0,0.0,0.29578793,0.003663607,0.056702975,11.038825
Ecuador,2014,0.0,0.0,0.3994712,0.016482696,0.07974247,11.457895
Ecuador,2015,0.0,0.0,0.40775105,0.036057927,0.098806314,13.09627
Ecuador,2016,0.0,0.0,0.4897965,0.038754817,0.08395875,15.833842
Ecuador,2017,0.0,0.0,0.43085,0.03748,0.0734,20.08861
Ecuador,2018,0.0,0.0,0.42796764,0.038079325,0.08025777,20.678001
Ecuador,2019,0.0,0.0,0.45472345,0.16645227,0.085526936,24.664263
Ecuador,2020,0.0,0.0,0.47058,0.03776,0.0771,24.33326
Ecuador,2021,0.0,0.0,0.41493,0.03687,0.06201,25.57461
Egypt,1965,0.0,0.0,0.0,0.0,0.0,1.7324048
Egypt,1966,0.0,0.0,0.0,0.0,0.0,1.8252122
Egypt,1967,0.0,0.0,0.0,0.0,0.0,1.966633
Egypt,1968,0.0,0.0,0.0,0.0,0.0,3.0007727
Egypt,1969,0.0,0.0,0.0,0.0,0.0,3.9907181
Egypt,1970,0.0,0.0,0.0,0.0,0.0,4.6889834
Egypt,1971,0.0,0.0,0.0,0.0,0.0,5.0469546
Egypt,1972,0.0,0.0,0.0,0.0,0.0,5.161859
Egypt,1973,0.0,0.0,0.0,0.0,0.0,5.1530204
Egypt,1974,0.0,0.0,0.0,0.0,0.0,6.11645
Egypt,1975,0.0,0.0,0.0,0.0,0.0,6.792618
Egypt,1976,0.0,0.0,0.0,0.0,0.0,8.003533
Egypt,1977,0.0,0.0,0.0,0.0,0.0,9.037673
Egypt,1978,0.0,0.0,0.0,0.0,0.0,9.930392
Egypt,1979,0.0,0.0,0.0,0.0,0.0,9.607776
Egypt,1980,0.0,0.0,0.0,0.0,0.0,9.802229
Egypt,1981,0.0,0.0,0.0,0.0,0.0,10.213233
Egypt,1982,0.0,0.0,0.0,0.0,0.0,10.491655
Egypt,1983,0.0,0.0,0.0,0.0,0.0,9.815488
Egypt,1984,0.0,0.0,0.0,0.0,0.0,9.629872
Egypt,1985,0.0,0.0,0.0,0.0,0.0,9.148
Egypt,1986,0.0,0.0,0.0,0.0,0.0,8.972
Egypt,1987,0.0,0.0,0.0,0.0,0.0,8.9695
Egypt,1988,0.0,0.0,0.0,0.0,0.0,8.829
Egypt,1989,0.0,0.0,0.0,0.0,0.0,9.487
Egypt,1990,31.674,0.0,0.0,0.0,0.0,9.953
Egypt,1991,33.746,0.0,0.0,0.0,0.0,9.916
Egypt,1992,35.278,0.0,0.0,0.0,0.0,9.8
Egypt,1993,36.611,0.0,0.0,0.0,0.0,10.0925
Egypt,1994,37.633,0.0,0.0,0.0,0.0,10.728
Egypt,1995,39.887,0.0,0.0,0.0,0.0,11.192
Egypt,1996,42.89,0.0,0.0,0.0,0.0,11.484
Egypt,1997,46.441,0.0,0.0,0.0,0.0,11.771
Egypt,1998,50.744,0.0,0.0,0.0,0.0,12.1045
Egypt,1999,53.812,0.0,0.0,0.0,0.012,13.4405
Egypt,2000,64.309,0.0,0.0,0.0002,0.0805,14.178
Egypt,2001,67.931,0.0,0.0,0.0009,0.179,14.4135
Egypt,2002,76.127,0.0,0.0,0.001,0.2125,13.9945
Egypt,2003,81.796,0.0,0.0,0.001,0.286,12.939
Egypt,2004,88.132,0.0,0.0,0.001,0.5040505,12.8315
Egypt,2005,95.494,0.0,0.0,0.001,0.5101111,12.644
Egypt,2006,101.866,0.0,0.0,0.001,0.6050606,12.7845
Egypt,2007,108.788,0.0,0.0,0.0012,0.66243637,14.2175
Egypt,2008,115.139,0.0,0.0,0.0015,0.92981315,15.096
Egypt,2009,124.76,0.0,0.0,0.0022,1.0371939,13.7725
Egypt,2010,145.355,0.0,0.0,0.0252,1.4091434,12.9545
Egypt,2011,142.216,0.0,0.0,0.244569,1.4948249,12.99
Egypt,2012,149.737,0.0,0.0,0.504201,1.3362031,13.0275
Egypt,2013,153.252,0.0,0.0,0.025437,1.5765831,13.2365
Egypt,2014,159.609,0.0,0.0,0.139549,1.0281278,13.587
Egypt,2015,170.363,0.0,0.0,0.042,1.8945454,13.6835
Egypt,2016,173.762,0.0,0.0,0.23361,2.396693,13.1975
Egypt,2017,181.006,0.0,0.0,0.602545,2.1095762,12.788
Egypt,2018,181.994,0.0,0.0,0.553013,2.987391,12.812546
Egypt,2019,173.5,0.0,0.0,1.48996,4.978727,14.0795
Egypt,2020,177.294679,0.0,0.0,2.8365073,6.848341,14.9035
Egypt,2021,182.13113,0.0,0.0,2.8287573,7.6288185,14.636906
Egypt,2022,183.390639,0.0,0.0,0.0,0.0,0.0
Estonia,1971,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1972,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1973,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1974,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1975,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1976,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1977,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1978,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1979,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1980,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1981,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1982,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1983,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1984,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1985,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1986,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1987,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1988,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1989,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1990,16.267,0.0,0.0,0.0,0.0,0.0
Estonia,1991,13.844,0.0,0.0,0.0,0.0,0.0
Estonia,1992,11.73,0.0,0.0,0.0,0.0,0.0
Estonia,1993,8.926,0.0,0.0,0.0,0.0,0.0
Estonia,1994,9.166,0.0,0.0,0.0,0.0,0.0
Estonia,1995,8.694,0.0,0.006,0.0,0.0,0.0
Estonia,1996,9.12,0.0,0.005,0.0,0.0,0.0
Estonia,1997,9.238,0.0,0.008,0.0,0.0,0.0
Estonia,1998,8.541,0.0,0.012,0.0,0.0,0.0
Estonia,1999,8.262,0.0,0.012,0.0,0.0,0.004
Estonia,2000,8.495,0.0,0.013,0.0,0.0,0.005
Estonia,2001,8.465,0.0,0.011,0.0,0.0,0.007
Estonia,2002,8.497,0.0,0.027,0.0,0.0014,0.006
Estonia,2003,10.11,0.0,0.026,0.0,0.0061,0.013
Estonia,2004,10.244,0.0,0.031,0.0,0.0076,0.022
Estonia,2005,10.094,0.0,0.033,0.0,0.0539,0.022
Estonia,2006,9.602,0.0,0.038,0.0,0.0763,0.014
Estonia,2007,12.045,0.0,0.036,0.0,0.091,0.022
Estonia,2008,10.384,0.0,0.038,0.0,0.133,0.028
Estonia,2009,8.238,0.0,0.314,0.0001,0.195,0.032
Estonia,2010,11.92,0.0,0.742,0.0001,0.277,0.027
Estonia,2011,11.714,0.0,0.783,0.0002,0.368,0.03
Estonia,2012,10.49,0.0,1.001,0.0003,0.434,0.042
Estonia,2013,11.995,0.0,0.667,0.0014,0.529,0.026
Estonia,2014,10.984,0.0,0.74,0.0031,0.604,0.0267
Estonia,2015,8.51883,0.0,0.779,0.0059,0.7151,0.027
Estonia,2016,10.517674999999999,0.0,0.885,0.009677,0.594,0.035
Estonia,2017,11.218309,0.0,1.038,0.014492,0.723,0.026
Estonia,2018,10.27853,0.0,1.261,0.030802,0.636,0.015
Estonia,2019,5.408991,0.0,1.299,0.0735,0.687,0.019
Estonia,2020,3.033198,0.0,1.777,0.1269118,0.844,0.03
Estonia,2021,4.233778,0.0,2.1158469,0.2521306,0.7421591,0.031054053
Estonia,2022,5.985558,0.0,0.0,0.0,0.0,0.0
Europe,1965,0.0,0.0,2.9090002,0.0,0.0,381.45035
Europe,1966,0.0,0.0,3.9789999,0.0,0.0,414.05478
Europe,1967,0.0,0.0,4.316,0.0,0.0,410.65195
Europe,1968,0.0,0.0,4.8180003,0.0,0.0,437.10187
Europe,1969,0.0,0.0,5.244904,0.0,0.0,442.712
Europe,1970,0.0,0.0,6.952357,0.0,0.0,467.42227
Europe,1971,0.0,0.0,7.0698833,0.0,0.0,473.05194
Europe,1972,0.0,0.0,6.947608,0.0,0.0,483.52777
Europe,1973,0.0,0.0,7.466391,0.0,0.0,489.05432
Europe,1974,0.0,0.0,7.83506,0.0,0.0,527.9655
Europe,1975,0.0,0.0,8.300942,0.0,0.0,527.5942
Europe,1976,0.0,0.0,8.324597,0.0,0.0,504.19492
Europe,1977,0.0,0.0,8.662292,0.0,0.0,594.7134
Europe,1978,0.0,0.0,9.235139,0.0,0.003,615.8949
Europe,1979,0.0,0.0,9.617958,0.0,0.006,640.884
Europe,1980,0.0,0.0,10.604949,0.0,0.0105,637.35645
Europe,1981,0.0,0.0,10.643523,0.0,0.0105,644.5633
Europe,1982,0.0,0.0,9.836121,0.0,0.0185,626.81995
Europe,1983,0.0,0.0,10.136652,0.0,0.030100001,649.14514
Europe,1984,0.0,0.0,10.488478,0.001010101,0.0382,674.75525
Europe,1985,0.0,0.0,11.89874,0.001010101,0.0574,650.6956
Europe,1986,0.0,0.0,12.975209,0.001010101,0.1336,638.57153
Europe,1987,0.0,0.0,12.817402,0.0,0.19080001,673.4357
Europe,1988,0.0,0.0,13.609699,0.001010101,0.3297,699.463
Europe,1989,0.0,0.0,13.474676,0.009090909,0.5154,635.6123
Europe,1990,0.0,0.0,18.937754,0.0125,0.77946043,646.1752
Europe,1991,0.0,0.0,19.534733,0.015500001,0.98002803,658.52045
Europe,1992,0.0,0.0,20.659903,0.025088001,1.5350481,675.69965
Europe,1993,0.0,0.0,22.833096,0.032383,2.284826,690.82385
Europe,1994,0.0,0.0,23.9799,0.0346885,2.9792356,702.5557
Europe,1995,0.0,0.0,26.28833,0.04484,3.8630292,705.6242
Europe,1996,0.0,0.0,26.5231,0.04781141,4.8285856,661.9361
Europe,1997,0.0,0.0,31.36772,0.056926243,7.295493,685.3179
Europe,1998,0.0,0.0,35.309044,0.0670885,11.170979,710.20013
Europe,1999,0.0,0.0,37.298702,0.08019806,14.223822,724.01434
Europe,2000,0.0,0.0,40.83785,0.07447325,22.410215,750.92126
Europe,2001,0.0,0.0,44.781166,0.1942025,26.865986,761.91907
Europe,2002,0.0,0.0,50.947037,0.31475502,36.39815,692.4999
Europe,2003,0.0,0.0,58.28682,0.46869773,44.852352,650.5362
Europe,2004,0.0,0.0,69.246056,0.75109786,59.757095,700.42944
Europe,2005,0.0,0.0,79.35107,1.5123832,71.59055,704.81067
Europe,2006,0.0,0.0,89.888374,2.569088,83.65384,691.0072
Europe,2007,0.0,0.0,99.9839,3.8777049,106.1637,705.1938
Europe,2008,0.0,0.0,110.35963,7.589071,121.3246,724.58234
Europe,2009,0.0,0.0,120.63333,14.324835,134.66466,728.03046
Europe,2010,0.0,0.0,136.54741,23.495037,150.53226,764.53345
Europe,2011,0.0,0.0,145.83566,47.10389,181.94289,680.4041
Europe,2012,0.0,0.0,162.13869,72.233894,209.1829,731.2924
Europe,2013,0.0,0.0,172.66672,86.55054,240.57028,783.6045
Europe,2014,0.0,0.0,183.39012,97.48233,256.4001,776.928
Europe,2015,0.0,0.0,194.83345,108.385086,307.4658,737.07294
Europe,2016,0.0,0.0,197.5783,111.85476,307.5515,768.6971
Europe,2017,0.0,0.0,202.82663,120.501144,366.5533,711.73627
Europe,2018,0.0,0.0,208.48138,129.11078,383.71252,777.25073
Europe,2019,0.0,0.0,215.07036,142.3568,438.09222,734.5362
Europe,2020,0.0,0.0,219.37163,166.7337,489.22644,792.66
Europe,2021,0.0,0.0,229.99367,185.31532,474.65585,808.83356
Europe (BP),1965,0.0,0.0,3.009,0.0,0.0,302.19534
Europe (BP),1966,0.0,0.0,4.101,0.0,0.0,324.5699
Europe (BP),1967,0.0,0.0,4.489,0.0,0.0,324.46274
Europe (BP),1968,0.0,0.0,4.997,0.0,0.0,336.23666
Europe (BP),1969,0.0,0.0,5.422904,0.0,0.0,330.97592
Europe (BP),1970,0.0,0.0,7.118357,0.0,0.0,346.07806
Europe (BP),1971,0.0,0.0,7.2318835,0.0,0.0,349.56314
Europe (BP),1972,0.0,0.0,7.122608,0.0,0.0,363.83298
Europe (BP),1973,0.0,0.0,7.663391,0.0,0.0,369.3127
Europe (BP),1974,0.0,0.0,8.04206,0.0,0.0,399.2913
Europe (BP),1975,0.0,0.0,8.520942,0.0,0.0,407.51077
Europe (BP),1976,0.0,0.0,8.485598,0.0,0.0,376.8347
Europe (BP),1977,0.0,0.0,8.880291,0.0,0.0,456.27164
Europe (BP),1978,0.0,0.0,9.372139,0.0,0.003,455.52872
Europe (BP),1979,0.0,0.0,9.762958,0.0,0.006,479.14987
Europe (BP),1980,0.0,0.0,10.74095,0.0,0.0105,464.76663
Europe (BP),1981,0.0,0.0,10.753523,0.0,0.0105,470.4354
Europe (BP),1982,0.0,0.0,9.836121,0.0,0.0185,466.30966
Europe (BP),1983,0.0,0.0,10.136652,0.0,0.0301,480.12585
Europe (BP),1984,0.0,0.0,10.510578,0.001010101,0.0382,485.19354
Europe (BP),1985,0.0,0.0,11.904739,0.001010101,0.0574,502.99454
Europe (BP),1986,0.0,0.0,13.018809,0.001010101,0.1336,486.09317
Europe (BP),1987,0.0,0.0,12.875301,0.0,0.1908,529.5057
Europe (BP),1988,0.0,0.0,13.6781,0.001010101,0.3297,567.469
Europe (BP),1989,0.0,0.0,13.537276,0.009090909,0.5154,493.80594
Europe (BP),1990,0.0,0.0,18.952852,0.0125,0.77946043,502.45715
Europe (BP),1991,0.0,0.0,19.589434,0.0155,0.980028,513.0918
Europe (BP),1992,0.0,0.0,20.713602,0.025088,1.5350481,529.6567
Europe (BP),1993,0.0,0.0,22.907095,0.032383,2.284826,550.46674
Europe (BP),1994,0.0,0.0,24.0489,0.0346885,2.9792356,557.19666
Europe (BP),1995,0.0,0.0,26.537632,0.04484,3.8630292,564.8899
Europe (BP),1996,0.0,0.0,26.7252,0.04781141,4.828585,548.0863
Europe (BP),1997,0.0,0.0,31.68752,0.056926243,7.295493,567.67896
Europe (BP),1998,0.0,0.0,35.57704,0.0670885,11.176479,593.9042
Europe (BP),1999,0.0,0.0,37.4546,0.08019806,14.244322,598.18085
Europe (BP),2000,0.0,0.0,41.000248,0.07447325,22.441713,617.6968
Europe (BP),2001,0.0,0.0,44.94067,0.1942025,26.925287,611.99994
Europe (BP),2002,0.0,0.0,51.008335,0.314755,36.43995,563.9807
Europe (BP),2003,0.0,0.0,58.088623,0.46869776,44.90515,530.1677
Europe (BP),2004,0.0,0.0,68.965454,0.75109786,59.806786,570.8031
Europe (BP),2005,0.0,0.0,79.02817,1.5123832,71.64175,571.7242
Europe (BP),2006,0.0,0.0,89.52852,2.5690877,83.77814,561.9314
Europe (BP),2007,0.0,0.0,99.74035,3.8777049,106.507195,563.9646
Europe (BP),2008,0.0,0.0,110.142426,7.5890713,122.1649,593.03314
Europe (BP),2009,0.0,0.0,120.76332,14.324835,136.15523,589.7449
Europe (BP),2010,0.0,0.0,136.92763,23.497437,153.4435,649.8002
Europe (BP),2011,0.0,0.0,146.2206,47.10555,186.65741,569.64545
Europe (BP),2012,0.0,0.0,163.0321,72.23394,215.03241,625.63116
Europe (BP),2013,0.0,0.0,174.34535,86.54612,248.11525,661.73596
Europe (BP),2014,0.0,0.0,186.2033,97.33773,264.81503,644.0572
Europe (BP),2015,0.0,0.0,198.9238,108.234604,318.93124,636.1143
Europe (BP),2016,0.0,0.0,204.2285,112.403564,322.84747,651.17426
Europe (BP),2017,0.0,0.0,211.30125,122.75744,384.22113,584.38574
Europe (BP),2018,0.0,0.0,218.92198,136.16812,403.32556,646.2277
Europe (BP),2019,0.0,0.0,228.0151,150.44255,459.3421,628.63184
Europe (BP),2020,0.0,0.0,234.35455,175.65176,512.7316,657.916
Europe (BP),2021,0.0,0.0,247.93518,195.55212,503.02396,649.6524
European Union (27),1965,0.0,0.0,2.909,0.0,0.0,211.80603
European Union (27),1966,0.0,0.0,3.979,0.0,0.0,230.45381
European Union (27),1967,0.0,0.0,4.316,0.0,0.0,222.19263
European Union (27),1968,0.0,0.0,4.818,0.0,0.0,226.5809
European Union (27),1969,0.0,0.0,5.243,0.0,0.0,222.4579
European Union (27),1970,0.0,0.0,6.940266,0.0,0.0,234.72273
European Union (27),1971,0.0,0.0,7.057851,0.0,0.0,233.22775
European Union (27),1972,0.0,0.0,6.925944,0.0,0.0,244.8364
European Union (27),1973,0.0,0.0,7.442191,0.0,0.0,243.5321
European Union (27),1974,0.0,0.0,7.829309,0.0,0.0,263.01743
European Union (27),1975,0.0,0.0,8.282595,0.0,0.0,264.90546
European Union (27),1976,0.0,0.0,8.305585,0.0,0.0,231.1628
European Union (27),1977,0.0,0.0,8.646165,0.0,0.0,307.5857
European Union (27),1978,0.0,0.0,9.1188545,0.0,0.003,299.47946
European Union (27),1979,0.0,0.0,9.285328,0.0,0.006,313.9237
European Union (27),1980,0.0,0.0,10.387278,0.0,0.0105,297.70767
European Union (27),1981,0.0,0.0,10.08439,0.0,0.0105,293.823
European Union (27),1982,0.0,0.0,9.287153,0.0,0.0185,288.88766
European Union (27),1983,0.0,0.0,9.568938,0.0,0.0301,294.68158
European Union (27),1984,0.0,0.0,9.946245,0.0,0.0382,298.8656
European Union (27),1985,0.0,0.0,11.357507,0.0,0.0574,305.17215
European Union (27),1986,0.0,0.0,12.278871,0.0,0.1336,288.30338
European Union (27),1987,0.0,0.0,12.051266,0.0,0.1908,316.56955
European Union (27),1988,0.0,0.0,12.824092,0.0,0.3297,334.19867
European Union (27),1989,0.0,0.0,12.659168,0.009090909,0.5064,272.93823
European Union (27),1990,0.0,0.0,17.343042,0.0115,0.7704604,284.8056
European Union (27),1991,0.0,0.0,17.869808,0.0135,0.971028,298.44077
European Union (27),1992,0.0,0.0,18.720934,0.022088,1.5020481,310.62717
European Union (27),1993,0.0,0.0,20.586823,0.028383,2.0673988,318.5628
European Union (27),1994,0.0,0.0,21.322035,0.0296885,2.6346245,327.9669
European Union (27),1995,0.0,0.0,23.436554,0.03884,3.4704535,326.9626
European Union (27),1996,0.0,0.0,23.38708,0.040811412,4.3389993,325.43332
European Union (27),1997,0.0,0.0,27.91599,0.049926244,6.6259375,334.7315
European Union (27),1998,0.0,0.0,30.970898,0.0590885,10.287428,345.7198
European Union (27),1999,0.0,0.0,31.642126,0.06919806,13.352978,343.5373
European Union (27),2000,0.0,0.0,34.453976,0.05717325,21.422586,356.22784
European Union (27),2001,0.0,0.0,37.548084,0.1737665,25.84862,375.69754
European Union (27),2002,0.0,0.0,43.09377,0.291183,35.066486,316.42477
European Union (27),2003,0.0,0.0,49.071625,0.44112575,43.296932,306.62042
European Union (27),2004,0.0,0.0,58.594677,0.7224259,57.503983,325.64795
European Union (27),2005,0.0,0.0,66.762344,1.4766113,68.10627,307.42108
European Union (27),2006,0.0,0.0,75.91775,2.5264158,78.7095,311.01636
European Union (27),2007,0.0,0.0,84.691795,3.8266327,99.912346,309.0408
European Union (27),2008,0.0,0.0,94.22541,7.5264993,113.23004,327.23526
European Union (27),2009,0.0,0.0,103.17476,14.241027,124.31972,330.13638
European Union (27),2010,0.0,0.0,117.35704,23.34771,139.25969,372.87192
European Union (27),2011,0.0,0.0,125.27228,46.641083,164.51234,307.13406
European Union (27),2012,0.0,0.0,139.5604,70.21633,187.38843,330.6657
European Union (27),2013,0.0,0.0,146.58542,83.416374,209.5217,366.7126
European Union (27),2014,0.0,0.0,152.77626,91.93326,220.77148,368.91696
European Union (27),2015,0.0,0.0,157.91,98.828415,263.10446,333.75873
European Union (27),2016,0.0,0.0,159.70052,99.0203,266.78415,342.79916
European Union (27),2017,0.0,0.0,162.69983,105.8617,312.2943,291.29126
European Union (27),2018,0.0,0.0,164.35213,112.50465,320.6057,342.53104
European Union (27),2019,0.0,0.0,168.32454,123.26693,364.34207,317.84726
European Union (27),2020,0.0,0.0,170.01918,143.28084,397.3034,343.23846
European Union (27),2021,0.0,0.0,180.0787,160.62025,389.49722,344.3512
Finland,1965,0.0,0.0,0.0,0.0,0.0,9.353536
Finland,1966,0.0,0.0,0.0,0.0,0.0,10.380808
Finland,1967,0.0,0.0,0.0,0.0,0.0,11.6292925
Finland,1968,0.0,0.0,0.0,0.0,0.0,10.488889
Finland,1969,0.0,0.0,0.0,0.0,0.0,8.745455
Finland,1970,0.0,0.0,0.0,0.0,0.0,9.524242
Finland,1971,11.054,0.0,0.0,0.0,0.0,10.680808
Finland,1972,12.982,0.0,0.0,0.0,0.0,10.379798
Finland,1973,15.587,0.0,0.0,0.0,0.0,10.579798
Finland,1974,15.0,0.0,0.0,0.0,0.0,12.703031
Finland,1975,14.019,0.0,0.0,0.0,0.0,12.209091
Finland,1976,19.82,0.0,0.0,0.0,0.0,9.481818
Finland,1977,18.318,2.66,0.0,0.0,0.0,12.181818
Finland,1978,22.726,3.264,0.0,0.0,0.0,9.79899
Finland,1979,21.631,6.742,0.0,0.0,0.0,10.8707075
Finland,1980,23.509,7.022,0.0,0.0,0.0,10.217172
Finland,1981,12.591,14.665,0.0,0.0,0.0,13.654546
Finland,1982,11.311,16.776,0.0,0.0,0.0,13.088889
Finland,1983,10.898,17.72,0.0,0.0,0.0,13.580808
Finland,1984,13.174,18.867,0.0,0.0,0.0,13.247475
Finland,1985,18.324,19.059,0.0,0.0,0.0,12.334343
Finland,1986,17.818,19.059,0.0,0.0,0.0,12.389899
Finland,1987,19.961,19.646,0.0,0.0,0.0,13.795959
Finland,1988,20.963,19.554,0.0,0.0,0.0,13.362626
Finland,1989,21.698,19.09,0.0,0.0,0.0,13.030303
Finland,1990,19.146,19.216,5.156,0.0005,0.0,10.860606
Finland,1991,20.278,19.511,4.999,0.0005,0.0006,13.19798
Finland,1992,18.405,19.26,4.95,0.0006,0.0024,15.108081
Finland,1993,21.712,19.928,5.958,0.0007,0.0044,13.473738
Finland,1994,27.944,19.427,6.465,0.0008,0.0072,11.779798
Finland,1995,25.274,19.216,6.608,0.0008,0.0108,12.91707
Finland,1996,31.882,19.476,5.889,0.001,0.011,11.821919
Finland,1997,27.841,20.894,7.891,0.0012,0.0166,11.914041
Finland,1998,23.547,21.853,9.333,0.0013,0.023,14.9258585
Finland,1999,24.957,22.974,8.363,0.0014,0.049,12.673434
Finland,2000,23.855,22.479,8.588527,0.0016,0.0766,14.598788
Finland,2001,29.869,22.773,8.211789,0.0017,0.0696,13.149596
Finland,2002,32.467,22.295,8.932421,0.0019,0.063,10.730404
Finland,2003,42.102,22.731,9.292,0.0021,0.0919,9.550505
Finland,2004,37.039,22.716,10.370948,0.0024,0.1203,15.015051
Finland,2005,23.419,23.271,9.479474,0.0026,0.1683,13.563637
Finland,2006,36.555,22.906,10.756632,0.0034,0.1527,11.427273
Finland,2007,33.08,23.423,9.928,0.0038,0.1884,14.131919
Finland,2008,26.095,22.958,10.391263,0.0039,0.2605,17.080303
Finland,2009,26.326,23.526,8.743579,0.0043,0.2766,12.7
Finland,2010,33.157,22.8,10.98021,0.0047,0.2943,12.871717
Finland,2011,25.609,23.187,11.182842,0.0053,0.4814,12.402323
Finland,2012,18.309,22.987,11.101263,0.0057,0.4943,16.835253
Finland,2013,21.393,23.606,11.942632,0.0065,0.7737,12.800404
Finland,2014,17.575,23.58,11.707263,0.008,1.1072,13.3739395
Finland,2015,14.194,23.245,11.317895,0.011111111,2.350505,16.751514
Finland,2016,14.447,23.203,11.422105,0.022222223,3.09899,15.791919
Finland,2017,12.698,22.477,11.833684,0.04949495,4.8434343,14.757576
Finland,2018,14.528,22.793,12.825263,0.09090909,5.8979797,13.269697
Finland,2019,12.123,23.87,13.2021055,0.14848484,6.085859,12.3707075
Finland,2020,9.372,23.291,11.497894,0.22121212,8.018182,15.827272
Finland,2021,9.582,23.598,13.605263,0.30808082,8.215152,15.70707
Finland,2022,7.4,25.336,0.0,0.0,0.0,0.0
France,1965,0.0,0.0,0.0,0.0,0.0,46.881092
France,1966,0.0,0.0,0.39,0.0,0.0,52.20847
France,1967,0.0,0.0,0.605,0.0,0.0,45.37766
France,1968,0.0,0.0,0.926,0.0,0.0,50.42261
France,1969,0.0,0.0,1.067,0.0,0.0,52.94209
France,1970,0.0,0.0,1.3702458,0.0,0.0,56.681484
France,1971,96.951,9.336,1.3918225,0.0,0.0,48.856724
France,1972,106.963,14.592,1.5151953,0.0,0.0,48.831467
France,1973,119.278,14.741,1.5500864,0.0,0.0,47.696262
France,1974,115.151,14.695,1.5770591,0.0,0.0,56.230286
France,1975,106.242,18.248,1.4158849,0.0,0.0,60.107937
France,1976,140.933,15.778,1.3329,0.0,0.0,48.56463
France,1977,115.535,17.986,1.3745815,0.0,0.0,76.322975
France,1978,126.639,30.483,1.4183881,0.0,0.0,68.35983
France,1979,133.398,39.96,1.4840102,0.0,0.0,66.419136
France,1980,125.823,61.251,1.4710236,0.0,0.0,69.52675
France,1981,97.36,105.326,1.4921525,0.0,0.0,72.19517
France,1982,98.198,108.919,1.52734,0.0,0.0,70.57486
France,1983,80.867,144.261,1.5587,0.0,0.0,69.443016
France,1984,64.874,191.234,1.6223,0.0,0.0,65.69011
France,1985,55.68,224.1,1.65215,0.0,0.0,62.453335
